,Tenure,Age,Contacts,Income,Bandwidth_GB_Year,Yearly_equip_failure,Tablet,Gender,Techie
5156,71.51772,43,0,47966.83,6569.215906,3,0,1,0
733,6.050060777,27,0,57938.27,1338.110998,0,0,1,0
3526,11.16386,37,3,39369.75,1317.388693,0,0,2,0
568,16.58244758,84,1,57107.43,1981.954133,2,0,2,0
9187,45.62467,46,0,56537.74,4116.511731,1,0,1,0
2922,2.598272,18,0,9443.65,917.5571323,0,0,2,0
7911,47.24188,42,1,14578.27,4694.576597,0,0,2,0
1558,8.915680176,28,2,57821.02,1116.314298,0,0,1,0
101,11.13472066,32,1,43466.35,1397.701335,0,0,1,0
3007,22.54598,85,0,89441.6,2105.676837,1,1,2,0
7201,54.04994,75,1,65841.25,4956.725532,0,0,2,0
303,3.212400569,31,1,82131.87,769.8534863,0,0,2,0
76,1.092361222,46,0,11795.57,768.0874545,0,0,2,0
6754,68.60299,64,2,17204.03,6272.523927,0,0,2,0
8629,65.89761,47,2,26722.64,5593.200037,0,0,1,0
1208,19.9235245,44,2,95197.4,2113.850791,0,1,2,0
7742,63.91757,63,1,42849.02,5620.075514,0,1,1,0
8214,67.68938,69,1,37021.79,6176.145515,1,1,1,0
8944,53.48684,32,0,68056.48,4893.706015,0,0,1,1
8413,41.72598,84,1,9275.55,4059.807666,2,0,1,0
1775,15.18036042,54,1,77423.32,1984.668288,0,0,2,1
3473,5.318865,76,0,42496.34,1163.746203,0,1,2,0
483,3.956375328,84,0,11957.82,891.9472856,0,0,1,0
2189,4.275019,43,4,9011.25,827.7165459,0,0,2,1
346,14.53315436,54,2,24017.57,2494.633068,1,0,2,0
5481,49.8342,31,0,28229.96,4226.329148,1,0,2,0
8361,54.50263,23,0,70354.12,4945.724284,0,1,2,1
1472,13.23888382,51,0,90956.64,1526.656486,0,0,2,0
5100,47.92804,69,0,24660.29,4512.775123,0,1,2,0
6765,66.36534,56,1,44939.51,5448.851036,0,0,2,0
8706,55.49451,45,0,8934.54,5127.332044,1,0,1,1
4929,9.448515,30,0,13500.74,1180.250198,1,0,1,1
6329,68.03514,88,1,28216.6,6150.907768,1,0,2,1
2609,13.75426,46,1,42550.92,1947.058707,1,0,1,0
3,17.08722662,48,2,18925.23,2164.579412,0,0,1,1
2213,2.707119,40,1,38914.87,885.2339594,1,0,1,0
4827,5.976743,68,3,79645.56,1312.11903,0,0,2,1
856,7.455148937,43,3,9124.29,1116.825249,1,0,1,1
6977,67.13199,61,1,19367.11,5935.756323,0,0,2,0
5885,44.89729,50,3,137978.3,4323.817647,2,0,2,1
624,2.08299524,56,1,15621.76,951.3512058,0,0,2,0
290,6.253919786,85,0,17080.57,1297.050577,1,1,2,0
2018,1.954899,79,0,80176.6,655.8025029,0,1,2,0
668,16.53708435,44,2,43677.48,1643.91894,1,0,1,0
8921,54.11361,87,2,14634.81,4868.237911,0,0,2,0
8264,63.01044,70,1,45249.29,5683.580246,0,0,1,0
9696,60.5411,80,0,98120.0,5682.484574,0,1,1,0
1631,8.284579203,52,1,21000.61,1123.759368,0,0,1,0
5170,63.70781,51,2,52233.68,6050.818366,0,0,2,1
7205,70.96989,88,2,7908.67,6335.562326,0,0,2,0
2522,3.840589,76,1,14876.32,808.7858345,0,1,2,1
2215,7.458443,61,1,13622.45,931.3751448,0,0,2,0
6968,45.63215,63,0,51589.54,4129.91655,1,0,1,0
6496,57.83255,73,1,31717.01,4937.838244,0,1,0,0
6213,71.56158,57,0,60163.56,6243.772617,0,1,1,0
7032,71.63589,75,0,37487.92,6379.174333,0,0,1,1
7420,71.25511,69,3,46403.85,6754.429939,0,1,1,0
1107,7.522520984,27,1,38465.4,1021.026757,0,0,2,0
450,21.71097206,84,1,99519.26,1916.832871,0,0,2,0
6289,59.33259,84,2,32666.7,4930.400921,0,1,2,0
9966,61.28212,38,2,35053.42,5870.569243,0,0,2,0
135,8.447988841,46,0,30663.52,1065.06443,0,0,1,0
1785,17.56134872,58,2,9134.48,2109.348841,0,0,1,0
3404,10.07068,78,1,47190.38,1919.953096,1,1,2,1
2906,6.224413,51,2,2439.79,764.0244287,0,0,2,0
8304,52.1213,74,0,23519.01,4356.229848,0,0,2,0
7492,53.07128,82,0,18024.55,4465.086574,0,0,2,0
6100,48.95286,40,0,115239.5,4246.521336,0,1,1,0
4504,1.554749,28,0,30661.99,489.2316753,1,1,2,0
5053,71.53343,48,3,6969.6,6532.437967,0,0,1,1
5205,71.76842,67,0,78119.96,6455.138761,1,0,2,0
4080,12.57306,22,0,37622.41,1614.234523,1,0,1,0
6918,66.005,44,3,22827.74,5727.096871,1,1,1,0
6802,71.50744,24,0,11298.25,6542.432114,0,0,2,0
5206,69.05548,52,0,56339.53,6130.392142,0,0,1,0
532,8.650238791,25,0,50560.17,1090.76661,0,1,1,0
4830,6.088456,72,0,37864.06,656.0906255,1,0,1,0
4038,1.25577,63,2,51518.48,1083.905096,2,0,1,0
4084,9.873648,27,1,17423.53,1582.882748,0,0,0,0
3204,3.878694,49,2,28065.13,409.0267699,0,1,2,1
7110,63.411,65,2,22606.89,5483.967712,1,0,2,0
330,9.734064703,48,0,87568.16,1755.645123,0,0,2,0
4957,11.43916,48,2,45688.19,1286.132827,0,0,2,0
3033,13.98482,80,0,43620.71,2044.80443,2,1,1,1
7684,54.37108,42,0,140367.2,4824.624209,0,0,2,1
1597,6.605815722,64,1,9041.08,1018.373473,2,0,1,0
9919,65.58919,32,1,42691.56,6364.432003,0,0,2,0
3597,9.521766,34,1,24031.87,1206.904751,0,0,0,0
9038,63.03296,67,2,31959.4,5449.331954,1,0,1,1
8001,51.67996,54,1,42630.35,4987.58141,1,0,2,0
590,4.985175451,63,1,48163.8,1014.311651,0,1,1,1
647,7.748370205,69,1,100626.29,1219.21915,0,1,1,0
9102,60.30709,35,1,25648.63,5203.323815,0,0,2,0
8015,50.98888,42,1,37588.44,5301.26466,0,0,2,1
3771,1.24728,37,0,28158.14,544.6911156,0,0,1,0
9039,56.56173,26,3,11659.0,5434.480078,0,0,2,1
5082,58.43587,35,0,22206.84,5098.53904,0,0,2,0
7882,57.89585,35,1,25405.05,5128.90263,1,0,1,0
9362,66.13697,80,0,65502.64,5739.667361,1,1,2,1
4210,9.664222,41,0,25223.93,1368.692393,2,0,0,1
8834,71.59439,77,0,8167.63,6018.175438,0,0,2,1
8699,37.10779,57,0,33550.48,3281.794165,1,0,1,0
1795,21.77701838,26,1,21393.98,2811.648182,0,0,1,0
2586,3.771607,42,1,20896.26,1117.284921,0,0,1,1
8355,51.41852,79,1,74519.58,4505.604532,0,1,2,1
2316,1.270546,43,1,38691.98,792.7917972,0,1,2,0
4185,7.27652,82,1,52312.84,1155.524102,0,1,1,0
8827,60.69166,66,3,7974.41,5456.214913,1,1,2,0
7072,65.21612,37,1,17844.86,6110.185041,1,0,1,0
5234,61.73934,85,2,25381.91,5429.301177,0,0,2,0
8743,47.1766,79,1,74269.41,4528.256454,0,0,2,0
8670,47.428,80,2,121986.8,4715.545669,0,0,1,0
4768,10.62816,54,1,32228.53,1847.226235,0,0,2,0
9972,60.00232,53,4,35415.05,5706.971929,0,0,2,0
7144,63.56516,82,1,37123.95,5499.021787,0,0,1,0
2913,2.457741,73,1,79117.6,709.6900125,0,0,1,0
9871,64.02771,18,1,19351.19,6388.161243,1,0,2,0
9893,59.39468,41,2,90742.25,5239.323776,0,0,2,0
2075,8.084289,32,1,44236.12,1315.312803,0,0,1,0
4302,12.69881,55,0,29622.06,1469.854845,2,0,2,0
5822,60.04073,21,0,9572.9,5174.273895,0,0,2,0
2149,5.29727,76,0,22626.3,1326.549878,0,0,1,0
144,3.237560234,76,1,35954.77,819.4195269,0,0,1,0
4963,7.91568,31,0,73134.03,1613.918447,1,0,1,0
8159,64.64639,22,4,10588.62,6178.148263,0,1,1,0
9030,52.37668,31,0,9193.97,4349.508246,1,0,2,0
4775,3.309503,47,1,17528.05,1026.042379,2,0,1,0
8933,55.9975,53,1,15397.08,4849.400123,0,1,2,0
7749,57.22556,37,1,22588.94,5073.83646,0,0,2,0
9828,47.45044,77,4,65565.99,4486.582949,0,1,0,0
9214,61.19516,81,0,61042.75,5645.623244,1,0,2,1
6060,48.30622,53,2,12101.41,4237.980107,0,0,2,0
9475,47.48699,55,0,16545.07,4943.554958,0,1,1,1
6409,60.95034,58,0,31973.73,5824.155057,1,1,1,0
3317,8.549649,49,1,5183.35,1237.669889,1,1,2,0
7464,56.05747,73,1,81282.63,5229.767856,0,0,2,1
3061,2.563452,66,2,44166.94,680.4044234,1,1,2,0
1355,18.88610542,33,1,6878.84,1797.14783,0,0,2,0
4514,5.379951,89,0,22290.4,1640.268544,1,0,2,0
5505,45.6394,61,0,50676.79,4245.941407,0,0,2,0
5250,46.23768,62,2,58388.73,4144.818142,0,0,1,0
4511,13.36689,42,0,84035.13,1456.609727,0,0,1,0
1730,9.490754438,75,1,10494.28,980.0465426,1,1,2,0
1758,2.066037377,56,2,25777.88,769.7818684,0,0,1,0
6650,65.65204,58,0,32900.92,6507.269955,1,0,1,0
6646,62.34755,35,0,47364.6,5814.813682,2,0,1,0
9860,61.78348,30,0,12353.8,5696.949378,0,0,1,0
4139,17.21579,65,2,42739.62,1670.944369,0,1,1,0
9393,65.15995,51,0,3710.56,5804.098375,2,1,1,0
5123,69.71458,68,1,49842.25,6444.124341,0,0,2,0
0,6.795512947,68,0,28561.99,904.5361102,1,1,1,0
1864,5.291754183,47,1,36250.96,877.7050261,0,0,1,0
543,14.71424943,36,3,33559.74,1651.424177,1,0,1,0
349,3.365552603,80,0,46622.3,380.0501404,0,0,1,0
6906,38.56823,57,2,42171.95,4172.229195,2,1,2,0
9765,68.82603,61,2,47134.23,6115.01855,1,1,2,1
2523,5.142628,80,1,16419.87,1045.919275,0,1,1,0
3464,5.099943,33,0,17094.43,499.9821554,0,0,2,1
457,14.68216127,84,0,31392.97,1516.667438,0,1,2,0
3023,19.77964,69,2,26803.44,2353.339235,0,1,1,0
7261,44.52947,63,2,46229.7,3930.941783,0,1,2,0
9515,64.19478,31,2,11730.68,5758.699624,2,1,2,0
7872,70.54541,87,0,22635.96,6568.053155,0,0,2,0
6625,63.41268,81,0,25276.81,5848.038669,1,0,1,0
2534,1.413033,74,1,20773.28,950.4411542,1,1,2,1
131,2.730250735,66,1,12995.68,577.1157824,1,0,2,0
3704,2.14479,30,1,10773.24,951.0274665,0,0,2,0
1372,2.62860278,57,2,56342.23,501.0626363,0,0,1,0
6200,62.43544,85,1,51126.59,5823.280926,0,1,1,0
4856,5.124495,48,2,68204.46,821.0926195,1,0,1,0
4712,18.84228,67,1,13773.86,1836.018288,0,0,1,0
5544,64.16494,51,3,5871.1,5526.91472,0,1,1,1
1413,4.452382314,54,1,30398.93,1244.404963,0,1,2,0
4113,6.623366,61,0,31559.08,871.6497245,0,1,1,0
655,7.243986575,68,1,94520.02,708.0622854,0,0,2,1
8137,65.13371,43,2,65548.03,5999.863942,0,0,2,0
4098,6.218071,55,0,16035.67,1235.041233,0,0,2,0
592,15.37990405,80,0,25898.52,1795.270512,3,1,1,0
8708,70.50313,68,2,46018.62,6568.314412,0,1,1,0
3123,1.598975,54,0,12234.1,596.5947713,1,1,1,0
3047,15.64015,33,3,29581.15,1600.603183,0,0,2,1
3887,1.005104,86,1,16550.24,252.1141473,0,0,1,0
5735,42.80596,20,0,9516.26,4784.796994,0,0,2,0
2184,10.46977,27,1,78989.36,1341.803325,1,0,2,1
2145,24.34252,37,0,53358.81,3276.40737,2,0,1,0
7047,71.89739,52,0,28601.03,6346.420103,0,1,2,0
3105,6.06866,76,2,23852.88,573.5316869,0,0,2,1
9233,58.94313,35,0,163082.1,5193.997651,1,0,2,0
9096,55.77968,76,2,28372.0,4937.315639,0,0,1,0
2769,13.12228,82,1,35453.68,1711.957507,0,1,2,1
5221,55.2288,22,1,19269.56,5260.656937,1,0,2,0
5833,68.63236,43,3,32669.61,6385.814454,0,0,1,0
1732,19.93726012,46,0,40743.83,1914.400241,0,0,2,0
265,23.79323993,52,0,15934.12,2677.74041,1,0,2,0
5144,56.12834,68,1,29189.81,4805.894692,0,1,2,0
8267,54.68337,62,0,20921.95,5179.277309,1,0,2,0
3937,7.626943,47,1,34638.98,1227.038436,0,0,1,0
761,1.754385394,57,2,5997.99,697.3086442,1,1,1,1
7220,52.96043,79,3,12119.43,4522.22905,0,1,1,0
8439,64.76289,58,1,24526.83,5912.297497,0,1,2,0
3257,10.47789,22,0,30388.27,1259.837146,0,0,1,0
4338,3.922369,71,2,65207.61,564.188439,0,0,2,0
4362,7.028485,71,0,25590.46,896.0733804,0,0,1,0
316,2.462148717,23,0,35102.93,900.4043765,0,1,1,0
8069,71.09348,40,1,23375.97,6545.083981,0,0,1,0
1851,1.358818331,42,1,36705.32,567.3209248,1,0,1,0
2484,9.000396,87,1,58015.78,1462.964796,0,0,1,0
9873,69.77542,63,1,37184.53,5731.776578,1,0,2,0
9574,40.51042,57,3,79842.59,4109.749539,0,1,1,0
1078,3.523994671,74,2,51529.04,765.3008585,2,1,2,1
8358,59.49864,24,0,37694.14,5311.713263,1,0,2,1
7333,56.56535,36,2,42670.92,5078.641529,0,0,1,0
1071,11.18792763,42,1,70711.36,2001.502073,0,1,2,0
103,17.22596021,25,1,49158.49,1886.531937,0,0,1,0
5748,69.5048,47,2,31344.35,6391.573253,0,0,2,0
1418,4.594946825,18,0,1193.19,1196.617394,0,0,2,1
1658,18.29218438,30,1,106581.92,1845.259523,1,1,2,0
5284,67.81163,74,1,63404.51,5559.842937,1,1,1,1
1149,1.112321784,54,2,63005.71,1053.415573,1,0,2,1
7150,57.95136,62,0,35282.1,5403.266437,1,0,2,0
1568,8.926271021,34,0,10934.28,1264.332813,0,1,2,0
1087,11.24061076,61,1,79189.23,1882.523799,1,0,0,0
6085,68.66575,34,0,2131.46,6327.240839,0,0,1,1
8674,51.39701,77,2,25875.88,5130.234856,0,0,1,0
8341,40.78534,37,0,47777.77,3610.264679,0,1,2,0
7811,41.27155,49,1,38524.15,3550.827248,0,0,2,1
6084,62.83437,71,0,27376.4,5239.916322,1,0,2,0
8773,49.20691,42,2,26005.03,4355.520561,0,0,2,1
8757,62.75391,40,0,35016.3,5743.678257,0,0,1,0
1692,9.320973584,38,0,73242.41,1262.985557,0,0,1,0
4734,4.864814,46,1,4524.96,797.4420172,1,0,1,0
3387,13.0257,68,1,54873.74,1481.549539,1,0,2,0
3646,7.571234,37,0,17878.4,930.0652299,0,1,2,0
1683,15.34839938,59,2,18081.88,2115.879744,1,0,1,0
8,8.220686373,49,2,58634.51,1312.874964,3,0,0,0
6062,45.58687,29,0,40165.02,4178.995617,0,0,2,1
6516,62.98765,64,0,28091.18,5632.641719,0,0,2,0
4123,6.468187,88,2,9693.38,1627.193453,1,0,2,0
8729,71.12475,55,0,23171.12,6273.577349,0,0,2,0
6045,47.34607,80,1,70453.29,4051.99766,1,0,2,0
567,5.511437756,28,4,41955.27,910.210446,0,1,2,0
9161,67.18365,23,2,49372.8,6234.113968,0,1,2,0
1803,10.25226518,29,0,48675.51,1303.670531,0,0,2,0
8501,49.22149,88,1,27192.54,4738.397058,0,0,1,0
4900,15.35499,77,1,19819.81,1870.593916,1,0,1,0
1599,3.195246168,55,2,9703.25,426.0222677,0,0,1,1
7931,65.51344,70,2,27246.52,5850.927531,1,0,2,0
9547,37.50261,23,0,45647.43,3406.934201,0,0,0,0
2823,3.852241,81,1,24923.55,670.3465702,1,1,2,0
5467,48.20538,85,0,36987.9,3950.92899,0,1,2,0
3529,19.28984,38,1,38862.22,1904.865627,1,0,0,0
8683,66.07094,32,1,38645.12,5753.259075,1,0,1,0
1155,10.39427126,33,1,53862.8,1312.134316,0,0,2,0
6547,48.57121,63,0,23662.64,4218.975069,0,1,2,0
9088,71.18005,21,0,79611.89,6955.375666,0,0,1,0
7620,71.44166,89,0,26110.4,6480.587744,0,0,1,0
8296,67.83633,47,1,13978.55,5731.337685,1,0,2,0
4540,19.84947,76,2,22935.18,2063.325487,0,0,1,0
9134,55.84748,74,1,21808.42,5220.997715,1,0,1,0
6482,70.85122,46,2,23707.75,6616.596671,0,0,2,1
5826,62.11937,26,1,13101.08,5481.366195,0,0,1,0
1190,10.7468963,37,0,57062.8,1885.164449,0,0,2,1
7444,71.20051,76,0,23177.92,6397.088048,0,0,2,0
8520,56.24647,50,0,7369.88,5086.304493,0,0,2,0
960,9.349597147,23,1,44520.0,1589.339963,0,0,2,0
7454,54.80402,83,2,51221.88,5175.09924,3,1,2,0
36,3.312991809,26,1,10114.81,897.5919144,1,0,2,0
7516,38.34946,60,0,10647.22,4173.931741,1,0,1,1
7644,67.40315,36,0,21749.65,6076.159311,0,0,2,1
4438,10.42522,66,1,23693.41,1619.969692,1,0,2,0
6161,56.56567,43,0,25767.04,5436.225993,0,1,2,0
7744,68.53085,54,1,27636.12,6809.432261,1,1,1,0
9587,59.566,67,2,33333.79,5085.102968,0,0,1,0
8119,58.08952,22,2,16804.27,5073.712257,0,0,2,0
6967,56.19888,36,0,30967.78,5021.784914,0,1,1,0
5718,65.45306,40,0,19218.35,6374.103135,0,0,1,0
577,3.998433243,84,2,25807.14,327.6622533,0,0,2,0
9833,62.10686,75,1,19408.35,5287.642545,0,0,2,0
4102,7.032789,29,2,7458.91,1378.197785,1,0,2,0
7646,70.27281,74,0,40818.2,5924.003898,1,0,0,0
4151,5.814507,48,1,81945.11,795.5471897,0,1,2,0
3130,2.159586,50,1,120286.2,1110.767158,1,0,1,0
4890,6.495239,70,0,83334.79,1558.694988,2,1,1,0
9975,55.30151,36,0,13910.41,4737.074812,1,0,2,0
7471,66.94354,59,2,31633.68,5597.999017,1,0,2,1
1833,1.997833268,67,3,24946.75,461.4404406,0,1,1,1
9148,46.04792,30,1,81148.39,4170.178568,1,0,1,0
4891,5.778279,78,2,11009.87,616.6230151,0,0,1,0
2287,5.596602,21,1,66758.56,1465.141784,0,0,2,0
1330,1.699850064,43,1,55656.36,900.3977089,0,0,1,0
2771,12.81579,75,2,35334.17,1813.141473,1,1,2,0
3686,11.92723,30,0,30113.06,1433.513815,0,0,2,0
8283,61.85982,66,1,43588.1,5626.157729,0,0,2,0
5928,53.4492,46,0,24616.46,5455.706117,0,0,2,0
637,24.39432985,44,1,36699.84,2895.881802,0,0,1,0
47,9.427146079,43,1,37358.13,1213.940165,0,0,2,1
2602,14.01692,30,1,9336.09,2099.82555,0,0,2,0
1965,7.757685471,46,1,18493.34,1772.090821,0,0,1,1
2168,17.13556,80,3,52089.36,1693.253857,1,0,2,0
5049,70.09214,32,0,6494.55,6177.436257,2,1,1,0
3334,4.461349,40,0,14471.8,1011.014705,1,0,1,0
3019,5.867453,60,3,12100.28,929.0075954,0,0,2,0
8764,50.62244,44,0,12558.05,4783.40882,1,0,1,0
9176,67.35833,48,0,25866.34,6307.538056,1,0,1,0
1360,2.478012402,66,1,41527.17,1057.037731,0,1,1,0
5798,47.91787,33,0,19922.88,4869.334092,1,0,0,0
9400,41.17585,42,0,25678.29,3561.612414,0,1,2,0
3251,5.875553,28,2,48448.03,1282.671616,0,0,2,1
6300,54.7248,79,0,104558.0,4756.821939,0,1,2,0
2251,27.73225,77,2,18868.46,2588.510628,0,1,2,0
6027,46.80924,58,0,13090.39,3951.955674,0,1,2,0
1175,9.314854212,30,1,21671.58,1487.731702,0,0,1,1
8799,64.48578,49,0,11575.14,5783.315378,0,0,1,0
3279,5.599131,71,0,41443.9,721.4679959,0,1,1,0
2973,3.326476,53,2,13230.67,505.5009987,0,0,1,0
3396,3.409799,87,2,4769.63,740.0394011,1,0,2,1
6939,57.13562,24,4,16895.16,5590.370257,0,1,2,0
965,2.625315241,80,0,6274.49,474.5558784,2,1,1,1
8574,59.00593,64,0,7569.75,5227.515273,1,1,1,0
742,11.56648604,35,1,112914.39,1663.371666,0,0,2,0
7514,60.37731,41,1,16604.0,5138.712432,0,0,0,1
3314,6.908158,66,1,16288.42,1064.75404,1,0,2,0
4898,4.795038,34,3,25142.24,1096.59855,0,0,1,0
9340,59.6499,31,2,13085.77,6196.784339,0,0,1,0
4672,10.61246,36,2,40437.45,1190.056958,1,1,1,0
8618,48.71074,41,0,86921.8,4447.513551,0,0,2,0
1217,6.169035922,70,1,51988.65,909.9557807,0,1,1,0
4397,3.794103,89,1,40406.98,346.0280123,1,1,1,0
6080,55.90137,22,2,24014.24,5071.038201,0,1,1,0
2614,18.25291,81,1,61843.65,1863.348549,2,0,1,0
2620,7.674186,82,1,24128.19,924.1809843,0,0,2,0
8714,71.9039,62,2,47589.97,6944.850526,0,0,1,0
7282,68.33384,68,2,93688.1,5570.802113,0,1,2,1
3379,8.53275,55,0,29094.86,1122.62327,1,0,2,1
7301,64.9277,23,3,36537.4,5835.311159,0,1,2,0
9857,70.92371,31,3,26912.8,6594.450698,0,1,2,1
5605,53.49141,88,1,130048.4,4611.987,0,0,2,0
9813,40.43984,80,0,4937.73,4126.350754,1,1,1,0
5786,60.34007,23,0,95198.64,5367.056964,1,0,2,0
8518,68.38161,78,1,43174.81,5767.046848,0,0,1,0
6850,61.18991,74,1,33470.72,5361.413006,1,0,1,0
1516,11.55805828,70,1,22139.63,1526.533644,0,1,2,0
5098,70.33634,89,1,29462.18,6116.893966,0,0,2,1
7636,62.76892,61,1,6998.45,5881.167892,0,0,2,0
9085,64.71389,53,1,12457.84,5936.67376,0,1,2,0
8023,65.09341,33,3,35214.65,6587.881944,1,0,1,0
2392,6.233177,67,0,30806.08,988.8476688,0,0,2,0
586,6.951491551,85,0,19373.31,1356.299478,1,0,2,0
3519,3.158254,36,1,51493.25,823.4333368,0,1,2,0
7653,69.74808,46,0,30286.85,5997.124075,0,0,1,0
8946,59.12149,48,0,2353.79,5494.3717,0,1,2,1
850,11.38490458,22,1,58126.33,1549.466596,0,0,2,0
335,4.844060027,65,0,47288.09,609.0598401,0,0,1,1
6634,70.70213,80,1,53540.15,6611.742363,0,0,1,0
8972,63.22009,77,1,15843.72,5316.617176,0,1,1,1
7493,65.17039,46,1,26823.13,5576.128456,0,1,2,0
2868,9.841833,84,1,10457.56,1276.902314,0,0,2,0
4872,8.686291,36,1,24084.76,992.4258553,0,0,2,1
3550,7.150962,56,0,12281.76,915.023098,0,0,1,1
3842,7.852216,48,1,41299.07,1274.638992,0,0,1,0
7262,70.6573,62,0,27168.77,6199.853857,0,1,2,0
5824,59.79068,79,0,30057.73,5586.42851,0,0,2,0
23,8.543717478,68,0,79699.62,945.3802928,0,0,1,0
1453,10.46452162,30,0,106608.35,1374.793483,0,0,2,0
1684,7.355635728,58,2,45101.92,1357.285615,1,0,1,0
2310,12.77209,83,2,46635.98,1642.269113,2,0,2,0
9063,60.8833,23,1,62886.29,5902.886646,0,0,1,0
9406,62.31372,55,1,54271.05,5588.162385,0,0,2,1
381,11.16847385,46,1,23629.05,1599.727567,2,0,2,1
5814,61.33886,70,2,12621.78,5871.888679,0,0,2,0
5550,65.73734,85,1,18273.34,5881.848209,0,0,1,0
9308,67.53219,67,0,23011.03,6411.520424,0,0,1,0
1618,11.80801038,51,0,16425.42,1784.584135,0,0,1,1
789,11.75027091,47,1,6972.84,1714.901159,0,1,2,0
5983,67.6047,26,1,16917.78,6160.398795,0,1,2,0
8672,71.33938,54,0,69911.65,6509.69336,0,0,1,0
4475,8.902965,82,0,100785.5,1347.567075,0,1,1,0
5606,57.27044,21,2,39441.87,5899.517682,1,1,2,0
9312,66.48285,69,3,63433.58,5719.69414,0,1,1,0
5648,64.19627,24,1,114405.4,6083.758176,1,0,2,0
6216,62.47951,77,0,56567.94,5422.798976,0,0,2,0
2286,9.049865,74,0,26838.78,1217.367061,0,1,1,0
9993,59.86596,42,3,10222.73,5270.238451,0,0,2,1
7578,68.83185,32,0,78103.68,6070.017248,1,0,1,0
1183,17.70570806,33,1,6132.5,1935.621118,0,1,1,0
6001,70.62164,64,1,30067.59,6772.978906,0,0,2,0
5090,51.31462,59,2,29240.82,5364.761472,0,0,1,0
2516,14.17599,80,1,31155.68,1663.204506,0,0,2,1
4122,4.143229,88,2,22428.12,558.6380046,1,0,1,1
5521,53.22972,40,2,116303.0,4771.495872,0,1,2,0
5627,65.07415,69,1,49245.97,5632.965693,0,0,1,0
8360,50.94315,75,0,49737.57,4946.54616,0,1,2,0
5872,71.83398,45,1,38039.5,6659.547499,0,0,1,0
8612,64.68179,18,2,75193.8,5842.329497,0,0,1,0
7727,67.96418,76,0,51865.58,5971.644344,1,1,2,0
5968,60.6298,30,1,11251.45,5581.379706,0,0,1,0
1180,30.03608319,88,1,30133.27,2688.491827,0,0,2,1
8762,62.53352,48,0,24548.06,5577.591754,0,0,1,0
8235,47.37824,51,0,111442.1,4233.171811,0,0,1,0
2818,14.06379,74,1,26735.83,1271.791514,3,0,1,1
9964,70.2982,73,2,34966.43,6442.7758,0,1,1,0
8703,69.80263,53,2,16959.6,5797.577084,1,0,2,0
6608,54.22191,37,1,14517.86,4720.413829,1,0,1,0
2820,11.2075,50,1,7585.29,1977.058574,0,0,1,0
7535,61.16662,35,0,18056.25,5278.074401,2,0,2,0
2260,12.72079,64,1,16359.9,1388.786045,0,0,1,0
2239,3.020801,83,0,43598.48,590.380115,2,0,1,0
6021,66.78366,58,1,14611.28,6356.486114,0,0,1,0
782,9.582004744,26,0,27798.01,1947.487826,0,0,1,0
932,4.816592997,36,2,39770.82,938.5556359,0,0,2,0
6202,45.82823,77,0,50595.25,4165.246664,0,0,2,0
2412,10.55177,35,1,18575.29,1436.441637,1,0,1,1
6997,68.74835,39,0,48646.01,6076.969235,0,0,1,0
9115,57.2702,28,2,27202.17,4929.50237,2,0,2,0
1156,10.22370845,41,2,55264.57,1289.886774,0,0,2,1
8107,59.0652,48,2,46769.27,5081.322485,1,0,2,1
5805,58.91354,51,2,49525.96,5208.138235,0,1,0,0
4879,3.384599,31,0,31396.27,699.360769,1,1,1,0
3309,2.326806,51,0,110886.7,755.6830943,0,0,2,0
8961,62.21879,88,0,55089.98,5140.822313,0,1,1,1
1702,2.758173633,81,1,57874.62,297.4433143,0,1,2,0
2492,2.758575,29,0,42866.35,929.5655793,0,0,2,1
3706,5.88788,37,1,25009.73,871.4588583,0,0,2,0
8276,39.27289,87,1,38131.01,3354.624637,0,1,2,0
286,3.940297464,60,1,11250.71,992.3501481,1,0,2,0
1608,10.87372395,72,1,15728.61,1647.38223,0,1,1,0
6631,52.73595,32,1,1736.32,5199.476177,0,0,2,0
8278,59.28333,24,0,59226.92,5634.80523,1,1,2,0
7315,63.7669,21,1,93786.55,6113.785106,1,0,1,0
2252,15.13792,77,3,80750.15,2128.992056,0,1,0,0
7415,51.58906,63,1,108805.1,4774.105626,2,0,2,0
8365,69.75643,47,2,35305.34,6000.121571,0,1,1,0
1891,7.18546062,68,2,55593.6,1501.32182,0,0,1,0
5062,69.07545,50,0,21531.67,6385.746999,0,1,2,0
6120,50.22175,88,0,38674.2,4561.520294,0,0,1,1
563,5.204111135,55,2,69662.99,1159.678094,0,0,1,0
291,18.9537053,82,0,68122.23,1746.405243,0,0,2,0
4716,12.13697,82,2,84637.15,1288.655023,0,0,2,0
7708,60.1778,51,1,49285.68,5109.486658,1,0,2,0
6349,66.67669,29,1,32937.96,5853.398686,0,0,2,0
169,10.21634248,70,0,34112.1,1479.730181,0,0,1,0
267,11.04076215,83,0,5511.77,1494.716409,0,0,1,0
4638,13.16047,80,1,6960.12,1175.542116,0,0,2,0
7077,61.04909,88,2,73321.99,4945.176054,0,0,2,0
3355,1.1426,84,2,71043.31,250.4817182,0,0,1,0
8279,69.70982,41,0,15651.78,6015.97413,1,1,1,0
315,12.4767812,72,0,74061.48,1778.733282,0,0,1,0
6728,58.83979,51,1,7372.66,5140.746874,0,0,2,1
